ID,time,Position X,Position Z,car speed(m/s),car acceleration(m/s.^2),Yaw Angle (degree),LB Position X,LB Position Z,LB distance to ego car,LB speed,LB acceleration,LB Yaw Angle ,LF Position X,LF Position Z,LF distance to ego car,LF speed,LF acceleration,LF Yaw Angle ,B Position X,B Position Z,B distance to ego car,B speed,B acceleration,B Yaw Angle ,F Position X,F Position Z,F distance to ego car,F speed,F acceleration,F Yaw Angle ,RB Position X,RB Position Z,RB distance to ego car,RB speed,RB acceleration,RB Yaw Angle ,RF Position X,RF Position Z,RF distance to ego car,RF speed,RF acceleration,RF Yaw Angle ,LC
23005,0.05265,4369.54,7492.475,21.674,0.648,1.53,0,0,0,0,0,0,0,0,0,0,0,0,-14.16,-143.34,144.583,15.959,1.231,1.427,1.19,119.24,119.902,17.338,0.931,1.57,-2.03,-43.84,43.887,16.51,2.925,1.578,-2.14,148.49,149.026,15.44,1.509,1.57,0
23005,0.15262,4371.71,7492.513,21.698,6.416,1.55,0,0,0,0,0,0,0,0,0,0,0,0,-13.85,-143.96,145.159,15.844,4.468,1.431,1.23,118.8,119.462,17.126,0.933,1.57,-1.98,-44.35,44.392,16.561,2.912,1.578,-2.11,147.86,148.406,15.431,1.509,1.57,0
23005,0.25263,4373.87,7492.466,21.75,5.289,1.58,0,0,0,0,0,0,0,0,0,0,0,0,-13.62,-144.56,145.738,15.829,1.256,1.435,1.18,118.35,119.014,17.009,3.282,1.57,-2.01,-44.85,44.897,16.687,2.922,1.578,-2.15,147.24,147.787,15.326,6.491,1.57,0
23005,0.35263,4376.04,7492.366,21.818,3.167,1.61,0,0,0,0,0,0,0,0,0,0,0,0,-13.44,-145.17,146.325,15.704,1.291,1.439,1.08,117.87,118.534,16.765,3.281,1.57,-2.1,-45.35,45.399,16.753,2.919,1.578,-2.25,146.6,147.153,15.221,6.489,1.57,0
23005,0.45262,4378.22,7492.253,21.877,0.599,1.62,0,0,0,0,0,0,0,0,0,0,0,0,-13.26,-145.8,146.932,15.705,4.459,1.443,0.97,117.36,118.03,16.732,0.937,1.57,-2.2,-45.86,45.911,16.667,2.924,1.578,-2.37,145.94,146.492,15.116,1.509,1.57,0
23005,0.55263,4380.41,7492.165,21.931,1.977,1.62,0,0,0,0,0,0,0,0,0,0,0,0,-13.04,-146.44,147.545,15.76,1.261,1.447,0.88,116.85,117.517,16.637,3.28,1.57,-2.27,-46.38,46.431,16.717,1.424,1.578,-2.46,145.26,145.818,15.155,1.509,1.57,0
23005,0.65263,4382.6,7492.112,21.991,2.694,1.61,0,0,0,0,0,0,0,0,0,0,0,0,-12.9,-147.07,148.16,15.758,4.458,1.45,0.82,116.32,116.988,16.554,0.073,1.57,-2.31,-46.88,46.941,16.903,2.912,1.578,-2.51,144.58,145.138,15.13,1.509,1.57,0
23005,0.75263,4384.8,7492.089,22.056,2.154,1.59,0,0,0,0,0,0,0,0,0,0,0,0,-12.72,-147.72,148.788,15.734,1.263,1.453,0.8,115.76,116.434,16.342,0.941,1.57,-2.36,-47.39,47.454,16.877,6.155,1.577,-2.53,143.89,144.451,15.025,1.508,1.57,0
23005,0.85263,4387.01,7492.079,22.119,0.967,1.58,0,0,0,0,0,0,0,0,0,0,0,0,-12.4,-148.39,149.431,15.625,1.258,1.457,0.79,115.18,115.864,16.3,0.941,1.57,-2.5,-47.91,47.979,16.822,1.807,1.574,-2.54,143.18,143.752,14.984,6.487,1.57,0
23005,0.95263,4389.22,7492.063,22.18,0.751,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,114.6,115.282,16.299,0.941,1.57,-2.56,-48.46,48.526,16.631,2.927,1.574,-2.56,142.47,143.044,15.039,1.508,1.57,0
23005,1.05263,4391.44,7492.034,22.242,1.149,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,114.01,114.694,16.257,0.07,1.57,-2.58,-49.01,49.078,16.727,6.153,1.574,-2.59,141.76,142.331,15.094,1.509,1.57,0
23005,1.15262,4393.67,7491.993,22.306,0.998,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,113.41,114.095,16.182,3.276,1.57,-2.62,-49.56,49.633,16.732,1.422,1.574,-2.63,141.04,141.614,15.005,6.487,1.57,0
23005,1.25263,4395.9,7491.947,22.369,0.643,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,112.79,113.478,16.098,0.943,1.57,-2.67,-50.13,50.205,16.556,1.424,1.574,-2.68,140.3,140.883,14.98,0.085,1.57,0
23005,1.35263,4398.14,7491.907,22.431,0.793,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,112.15,112.849,16.023,0.944,1.57,-2.71,-50.72,50.794,16.381,6.15,1.574,-2.72,139.57,140.152,15.115,1.509,1.57,0
23005,1.45263,4400.39,7491.878,22.494,1.012,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,111.5,112.203,15.939,0.944,1.57,-2.73,-51.33,51.399,16.463,0.09,1.574,-2.75,138.82,139.412,15.01,1.508,1.57,0
23005,1.55263,4402.64,7491.859,22.557,0.939,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,110.84,111.549,15.907,0.945,1.57,-2.79,-51.93,52.008,16.363,6.149,1.573,-2.76,138.08,138.67,15.081,0.086,1.57,0
23005,1.65263,4404.9,7491.846,22.619,0.721,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,110.18,110.886,15.917,0.945,1.57,-2.85,-52.57,52.649,16.051,6.146,1.572,-2.78,137.33,137.928,15.2,1.509,1.57,0
23005,1.75263,4407.17,7491.832,22.682,0.623,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,109.51,110.218,15.875,3.274,1.57,-2.86,-53.23,53.303,16.103,6.147,1.572,-2.79,136.58,137.183,15.079,0.086,1.57,0
23005,1.85264,4409.44,7491.815,22.744,0.656,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,108.82,109.54,15.854,0.068,1.57,-2.88,-53.89,53.968,16.079,1.428,1.572,-2.81,135.82,136.422,15.054,1.508,1.57,0
23005,1.95263,4411.71,7491.796,22.806,0.65,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,108.13,108.852,15.864,0.945,1.57,-2.89,-54.57,54.644,15.979,1.428,1.572,-2.83,135.04,135.651,14.965,1.508,1.57,0
23005,2.05263,4414,7491.775,22.869,0.621,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,107.42,108.148,15.706,0.946,1.57,-2.91,-55.26,55.339,15.804,1.43,1.572,-2.85,134.26,134.876,15.116,1.509,1.57,0
23005,2.15263,4416.29,7491.756,22.93,0.639,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,106.7,107.436,15.758,0.946,1.57,-2.93,-55.97,56.044,15.841,6.145,1.572,-2.87,133.48,134.09,14.947,1.508,1.57,0
23005,2.25262,4418.58,7491.741,22.992,0.672,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,105.99,106.722,15.758,3.273,1.57,-2.95,-56.67,56.749,15.908,6.145,1.572,-2.89,132.68,133.298,14.986,6.487,1.57,0
23005,2.35263,4420.89,7491.729,23.054,0.666,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,105.26,105.997,15.706,0.946,1.57,-2.96,-57.39,57.47,15.779,1.43,1.572,-2.9,131.88,132.506,15.057,6.488,1.57,0
23005,2.45263,4423.19,7491.719,23.115,0.635,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,104.52,105.261,15.632,3.272,1.57,-2.97,-58.13,58.203,15.755,0.084,1.572,-2.91,131.09,131.714,15.208,1.509,1.57,0
23005,2.55263,4425.51,7491.71,23.177,0.615,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,103.77,104.518,15.642,3.273,1.57,-2.97,-58.87,58.944,15.731,1.43,1.572,-2.92,130.3,130.93,15.263,1.51,1.57,0
23005,2.65262,4427.83,7491.7,23.238,0.612,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,103.01,103.769,15.685,0.947,1.57,-2.98,-59.62,59.699,15.693,1.43,1.572,-2.93,129.5,130.136,15.158,6.489,1.57,0
23005,2.75263,4430.16,7491.69,23.299,0.611,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,102.26,103.02,15.737,0.946,1.57,-2.99,-60.38,60.452,15.745,1.43,1.572,-2.94,128.7,129.334,15.213,1.509,1.57,0
23005,2.85263,4432.49,7491.68,23.36,0.609,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,101.5,102.265,15.705,0.946,1.57,-3,-61.15,61.222,15.509,1.432,1.572,-2.95,127.89,128.534,15.364,1.509,1.57,0
23005,2.95263,4434.83,7491.67,23.421,0.611,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,100.73,101.504,15.747,0.946,1.57,-3.01,-61.93,62.007,15.577,1.431,1.572,-2.96,127.09,127.736,15.355,1.509,1.57,0
23005,3.05262,4437.17,7491.662,23.482,0.615,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,99.96,100.735,15.663,0.066,1.57,-3.02,-62.72,62.789,15.568,6.142,1.572,-2.97,126.27,126.92,15.266,1.51,1.57,0
23005,3.15262,4439.52,7491.654,23.542,0.612,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,99.16,99.948,15.547,0.948,1.57,-3.02,-63.51,63.586,15.484,1.432,1.572,-2.97,125.44,126.094,15.256,1.51,1.57,0
23005,3.25263,4441.88,7491.648,23.603,0.608,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,98.36,99.153,15.557,0.948,1.57,-3.03,-64.33,64.397,15.476,1.432,1.572,-2.98,124.6,125.264,15.216,1.509,1.57,0
23005,3.35263,4444.25,7491.643,23.663,0.603,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,97.56,98.354,15.6,0.947,1.57,-3.03,-65.14,65.21,15.543,1.431,1.572,-2.99,123.77,124.434,15.35,1.509,1.57,0
23005,3.45263,4446.61,7491.637,23.723,0.601,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,96.75,97.55,15.61,0.947,1.57,-3.04,-65.96,66.026,15.444,1.432,1.572,-2.99,122.94,123.607,15.389,0.089,1.57,0
23005,3.55263,4448.99,7491.631,23.783,0.599,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,95.93,96.739,15.558,0.948,1.57,-3.04,-66.79,66.86,15.375,0.08,1.572,-3,122.09,122.763,15.204,1.509,1.57,0
23005,3.65263,4451.37,7491.626,23.843,0.599,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,95.1,95.923,15.58,3.272,1.57,-3.05,-67.64,67.711,15.171,6.138,1.572,-3,121.22,121.903,15.084,6.488,1.57,0
23005,3.75263,4453.76,7491.621,23.903,0.597,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,94.27,95.1,15.538,0.948,1.57,-3.05,-68.51,68.581,15.223,1.433,1.572,-3.01,120.35,121.032,15.154,1.509,1.57,0
23005,3.85263,4456.15,7491.616,23.962,0.597,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,93.44,94.273,15.623,0.947,1.57,-3.06,-69.38,69.449,15.26,1.433,1.572,-3.02,119.47,120.16,15.193,1.509,1.57,0
23005,3.95262,4458.55,7491.612,24.022,0.595,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,92.6,93.44,15.539,3.272,1.57,-3.06,-70.25,70.319,15.252,6.139,1.572,-3.02,118.59,119.287,15.104,6.488,1.57,0
23005,4.05262,4460.96,7491.608,24.081,0.593,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,91.74,92.591,15.444,0.949,1.57,-3.06,-71.13,71.193,15.32,1.433,1.572,-3.02,117.69,118.393,15.063,1.508,1.57,0
23005,4.15263,4463.37,7491.604,24.141,0.592,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,90.87,91.729,15.403,3.271,1.57,-3.06,-72,72.069,15.372,1.433,1.572,-3.03,116.78,117.487,15.023,1.508,1.57,0
23005,4.25263,4465.78,7491.602,24.2,0.59,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,90,90.866,15.477,0.948,1.57,-3.07,-72.89,72.954,15.258,1.433,1.572,-3.03,115.86,116.576,14.918,1.508,1.57,0
23005,4.35264,4468.21,7491.598,24.258,0.588,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,89.12,89.997,15.488,0.948,1.57,-3.07,-73.8,73.861,15.159,1.432,1.572,-3.04,114.94,115.656,15.036,1.508,1.57,0
23005,4.45263,4470.64,7491.595,24.317,0.587,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,88.25,89.127,15.52,3.272,1.57,-3.07,-74.71,74.769,15.136,6.138,1.572,-3.04,114.01,114.736,15.091,1.509,1.57,0
23005,4.55263,4473.07,7491.592,24.376,0.586,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,87.36,88.254,15.478,3.271,1.57,-3.07,-75.62,75.687,15.188,1.432,1.572,-3.04,113.09,113.819,15.146,1.509,1.57,0
23005,4.65262,4475.51,7491.589,24.434,0.585,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,86.47,87.37,15.489,0.948,1.57,-3.07,-76.55,76.607,15.18,1.432,1.572,-3.05,112.16,112.899,15.185,1.509,1.57,0
23005,4.75263,4477.96,7491.587,24.493,0.583,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,85.57,86.481,15.489,0.948,1.57,-3.07,-77.48,77.537,15.142,1.432,1.572,-3.05,111.24,111.978,15.256,1.51,1.57,0
23005,4.85262,4480.41,7491.585,24.551,0.582,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,84.67,85.59,15.499,0.948,1.57,-3.08,-78.41,78.469,15.209,1.433,1.572,-3.05,110.31,111.053,15.231,1.509,1.57,0
23005,4.95263,4482.87,7491.583,24.609,0.58,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,83.77,84.696,15.584,0.948,1.57,-3.08,-79.35,79.413,15.11,1.432,1.572,-3.05,109.37,110.123,15.222,1.509,1.57,0
23005,5.05262,4485.33,7491.581,24.667,0.579,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,82.87,83.805,15.668,0.066,1.57,-3.08,-80.31,80.364,15.102,1.432,1.572,-3.06,108.43,109.193,15.293,1.51,1.57,0
23005,5.15262,4487.8,7491.579,24.725,0.578,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,81.96,82.911,15.659,3.273,1.57,-3.08,-81.26,81.317,15.154,6.138,1.572,-3.06,107.49,108.262,15.348,1.509,1.57,0
23005,5.25263,4490.28,7491.577,24.782,0.576,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,81.05,82.012,15.669,0.947,1.57,-3.08,-82.21,82.272,15.207,1.433,1.572,-3.06,106.55,107.329,15.387,1.509,1.57,0
23005,5.35263,4492.76,7491.575,24.84,0.575,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,80.14,81.113,15.711,3.273,1.57,-3.08,-83.17,83.228,15.244,0.079,1.572,-3.06,105.62,106.401,15.538,1.508,1.57,0
23005,5.45263,4495.25,7491.574,24.897,0.573,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,79.23,80.212,15.796,0.946,1.57,-3.08,-84.13,84.186,15.312,1.433,1.572,-3.06,104.69,105.474,15.529,1.508,1.57,0
23005,5.55263,4497.74,7491.572,24.955,0.572,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,78.32,79.312,15.838,0.945,1.57,-3.08,-85.09,85.145,15.349,1.433,1.572,-3.07,103.74,104.536,15.504,1.508,1.57,0
23005,5.65263,4500.24,7491.571,25.011,0.455,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,77.4,78.406,15.753,0.946,1.57,-3.08,-86.06,86.116,15.265,1.433,1.572,-3.07,102.78,103.585,15.319,0.088,1.57,0
23005,5.75263,4502.74,7491.569,25.012,0.221,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,76.48,77.493,15.786,0.946,1.57,-3.08,-87.04,87.093,15.257,1.433,1.572,-3.07,101.81,102.619,15.294,1.51,1.57,0
23005,5.85263,4505.24,7491.568,24.993,0.101,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,75.56,76.583,15.754,3.273,1.57,-3.08,-88.01,88.068,15.204,1.433,1.572,-3.07,100.84,101.657,15.333,1.51,1.57,0
23005,5.95262,4507.74,7491.567,25.013,0.068,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,74.63,75.67,15.712,0.946,1.57,-3.08,-88.99,89.043,15.301,0.08,1.572,-3.07,99.87,100.694,15.324,1.51,1.57,0
23005,6.05262,4510.24,7491.566,24.994,0.071,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,73.7,74.753,15.722,0.946,1.57,-3.08,-89.96,90.013,15.354,1.433,1.572,-3.07,98.89,99.729,15.155,6.489,1.57,0
23005,6.15263,4512.74,7491.565,25.011,0.022,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,72.77,73.836,15.68,3.273,1.57,-3.08,-90.92,90.971,15.467,1.432,1.572,-3.08,97.92,98.758,15.29,1.51,1.57,0
23005,6.25262,4515.24,7491.564,24.994,0.063,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,71.84,72.92,15.648,3.273,1.57,-3.08,-91.87,91.922,15.534,1.431,1.572,-3.08,96.94,97.791,15.265,1.51,1.57,0
23005,6.35263,4517.74,7491.563,25.012,0.021,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,70.91,72,15.69,0.947,1.57,-3.08,-92.82,92.874,15.344,6.14,1.572,-3.08,95.96,96.824,15.224,1.509,1.57,0
23005,6.45262,4520.24,7491.562,24.993,0.174,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,69.98,71.088,15.785,0.946,1.57,-3.08,-93.79,93.841,15.306,1.433,1.572,-3.08,94.98,95.853,15.183,0.087,1.57,0
23005,6.55262,4522.74,7491.561,25.012,0.174,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,69.06,70.182,15.827,0.945,1.57,-3.08,-94.76,94.805,15.358,6.14,1.572,-3.08,94.01,94.887,15.318,1.51,1.57,0
23005,6.65263,4525.24,7491.561,25,0.256,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,68.15,69.283,15.921,0.944,1.57,-3.08,-95.73,95.775,15.184,6.139,1.572,-3.08,93.03,93.916,15.197,1.509,1.57,0
23005,6.75263,4527.74,7491.56,25.003,0.354,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,67.23,68.385,15.847,0.945,1.57,-3.08,-96.7,96.751,15.251,1.433,1.572,-3.08,92.05,92.949,15.252,1.51,1.57,0
23005,6.85263,4530.24,7491.559,25.007,0.209,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,66.32,67.484,15.805,3.274,1.57,-3.08,-97.67,97.721,15.304,1.433,1.572,-3.08,91.08,91.987,15.307,1.51,1.57,0
23005,6.95262,4532.74,7491.558,24.999,0.274,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,65.4,66.583,15.837,0.945,1.57,-3.08,-98.64,98.691,15.22,6.139,1.572,-3.09,90.11,91.022,15.25,1.51,1.57,0
23005,7.05263,4535.24,7491.558,25.006,0.189,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,64.48,65.685,15.837,3.274,1.57,-3.08,-99.62,99.663,15.333,0.08,1.572,-3.09,89.13,90.05,15.129,1.509,1.57,0
23005,7.15263,4537.74,7491.557,24.999,0.279,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,63.57,64.786,15.837,0.067,1.57,-3.08,-100.58,100.624,15.385,1.433,1.572,-3.09,88.14,89.08,15.248,1.51,1.57,0
23005,7.25263,4540.24,7491.557,25.007,0.188,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,62.65,63.884,15.847,0.945,1.57,-3.08,-101.54,101.589,15.362,1.433,1.572,-3.09,87.17,88.118,15.223,6.49,1.57,0
23005,7.35263,4542.74,7491.556,24.994,0.202,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,61.73,62.981,15.731,3.273,1.57,-3.08,-102.5,102.548,15.354,6.14,1.572,-3.09,86.2,87.157,15.358,1.509,1.57,0
23005,7.45263,4545.24,7491.556,25.012,0.11,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,60.8,62.069,15.699,0.947,1.57,-3.07,-103.46,103.507,15.467,1.432,1.572,-3.09,85.24,86.21,15.509,1.508,1.57,0
23005,7.55263,4547.74,7491.555,24.992,0.08,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,59.87,61.158,15.657,0.947,1.57,-3.07,-104.43,104.471,15.383,1.433,1.572,-3.09,84.29,85.268,15.484,1.508,1.57,0
23005,7.65263,4550.24,7491.555,25.013,0.071,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,58.93,60.243,15.583,0.948,1.57,-3.07,-105.39,105.434,15.375,1.433,1.572,-3.09,83.34,84.327,15.378,1.501,1.57,0
23005,7.75263,4552.74,7491.554,24.997,0.249,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,57.99,59.322,15.583,3.272,1.57,-3.07,-106.35,106.395,15.336,1.433,1.572,-3.09,82.37,83.369,15.273,1.51,1.57,0
23005,7.85263,4555.24,7491.554,25.01,0.149,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,57.05,58.402,15.625,0.947,1.57,-3.07,-107.31,107.353,15.479,1.432,1.572,-3.09,81.4,82.413,15.312,6.49,1.57,0
23005,7.95263,4557.74,7491.553,24.997,0.241,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,56.11,57.486,15.551,3.272,1.57,-3.07,-108.28,108.319,15.229,0.079,1.572,-3.09,80.43,81.457,15.383,1.509,1.57,0
23005,8.05263,4560.24,7491.553,25.01,0.151,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,55.17,56.569,15.646,0.947,1.57,-3.07,-109.26,109.3,15.175,1.432,1.572,-3.09,79.46,80.498,15.278,1.51,1.57,0
23005,8.15262,4562.75,7491.553,24.998,0.257,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,54.23,55.655,15.572,3.272,1.57,-3.07,-110.24,110.284,15.091,6.138,1.572,-3.1,78.49,79.54,15.349,1.509,1.57,0
23005,8.25263,4565.25,7491.553,25.007,0.363,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,53.29,54.735,15.582,0.948,1.57,-3.07,-111.23,111.267,15.22,1.433,1.572,-3.1,77.52,78.586,15.324,1.51,1.57,0
23005,8.35262,4567.75,7491.552,25.005,0.228,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,52.34,53.817,15.498,3.272,1.57,-3.07,-112.21,112.249,15.121,6.138,1.572,-3.1,76.55,77.626,15.299,1.51,1.57,0
23005,8.45263,4570.25,7491.552,24.996,0.268,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,51.4,52.895,15.488,0.065,1.57,-3.07,-113.2,113.238,15.112,1.432,1.572,-3.1,75.59,76.675,15.418,1.509,1.57,0
23005,8.55263,4572.75,7491.552,25.01,0.15,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,50.44,51.963,15.404,0.949,1.57,-3.07,-114.18,114.226,15.104,1.432,1.572,-3.1,74.63,75.731,15.488,1.508,1.57,0
23005,8.65262,4575.25,7491.552,24.994,0.122,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,49.48,51.03,15.415,0.949,1.57,-3.06,-115.17,115.214,15.096,6.138,1.572,-3.1,73.68,74.797,15.527,1.508,1.57,0
23005,8.75263,4577.75,7491.551,25.009,0.119,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,48.52,50.106,15.51,0.948,1.57,-3.06,-116.16,116.203,15.164,1.432,1.572,-3.1,72.73,73.864,15.496,1.446,1.57,0
23005,8.85263,4580.25,7491.551,24.995,0.129,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,47.58,49.19,15.562,0.948,1.57,-3.06,-117.14,117.184,15.216,1.433,1.572,-3.1,71.78,72.931,15.565,1.508,1.57,0
23005,8.95263,4582.75,7491.551,25.01,0.119,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,46.63,48.275,15.573,0.948,1.57,-3.06,-118.12,118.162,15.208,6.139,1.572,-3.1,70.84,71.999,15.458,6.492,1.57,0
23005,9.05264,4585.25,7491.551,24.991,0.027,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,45.68,47.363,15.531,0.948,1.57,-3.06,-119.1,119.142,15.185,1.432,1.572,-3.1,69.88,71.059,15.415,1.509,1.57,0
23005,9.15263,4587.75,7491.551,25.013,0.007,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,44.74,46.45,15.521,3.272,1.57,-3.06,-120.08,120.118,15.252,1.433,1.572,-3.1,68.92,70.112,15.326,1.51,1.57,0
23005,9.25262,4590.25,7491.551,24.995,0.258,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,43.78,45.535,15.469,0.949,1.57,-3.06,-121.05,121.087,15.32,1.433,1.572,-3.1,67.95,69.161,15.301,1.51,1.57,0
23005,9.35263,4592.75,7491.551,25.009,0.286,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,42.83,44.62,15.479,0.948,1.57,-3.06,-122.01,122.052,15.387,1.432,1.572,-3.1,66.97,68.201,15.132,1.509,1.57,0
